task_id,edge_node_id,edge_server_id,edge_node_memory,edge_server_memory,edge_cpu_mips,edge_server_cpu_mips,mobility_status,en_uplink_bandwidth,en_downlink_bandwidth,es_uplink_bandwidth,es_downlink_bandwidth,edge_node_Latitude_position,edge_node_Longitude_position,edge_server_position,distance_en_to_es,distance_es_to_cs,deadlines,task_size,subtasks
278,5,4,18.198480450340774,204.2779391269118,17.29538069663771,3.843826782255495,mobile,58.55427213749355,79.39262249681657,78.06606745645723,52.69966376964646,-9,0,"[230.7749, 384.4191]",765.4513243772526,1044.1024461186219,148.02520967057436,2.7364954692341015,"[{'subtask_id': 0, 'subtask_size': 2.7364954692341015, 'network_delay_to_edge_server': 0.02090542980200643, 'network_delay_to_cloud_server': 0.018030175027528128, 'task_completion_time_edge': 0.9638192096526299, 'task_completion_time_cloud': 1.5759980029990839, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
279,94,2,82.23493594224422,950.336636245806,12.0696694256477,8.878686132602464,mobile,37.669848617044046,46.477064190622386,43.49120193771032,82.47973824832923,-81,170,"[-329.2817, -700.006]",795.2676555669103,1044.1024461186219,47.80553846326195,3.702047436300208,"[{'subtask_id': 0, 'subtask_size': 3.702047436300208, 'network_delay_to_edge_server': 0.030522768293152994, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.48738522495771436, 'task_completion_time_cloud': 1.3451159449093961, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
280,28,4,83.22984781714302,568.1132131571101,3.4572842278579174,17.467060818147193,mobile,31.870108560857684,66.72359687666932,21.163988429352386,37.71304277231133,-62,23,"[750.0522, -355.2437]",728.8031642294715,1044.1024461186219,147.21579106529438,3.309644762198254,"[{'subtask_id': 0, 'subtask_size': 0.8274111905495635, 'network_delay_to_edge_server': 0.03502137991422681, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.7861093253717326, 'task_completion_time_cloud': 1.436132742024193, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.8274111905495635, 'network_delay_to_edge_server': 0.03502137991422681, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.23666487263063424, 'task_completion_time_cloud': 0.5993320214273594, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.8274111905495635, 'network_delay_to_edge_server': 0.03502137991422681, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.5847568422752865, 'task_completion_time_cloud': 1.9565005504475195, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.8274111905495635, 'network_delay_to_edge_server': 0.03502137991422681, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 1.0174539524459296, 'task_completion_time_cloud': 0.7662477145641475, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
281,88,1,68.20571262431234,518.5772746162318,49.032665713756735,34.853844389226694,static,11.17908690768395,66.55304129362169,19.988389333958757,83.4259828880424,-83,-46,"[950.7783, 927.4179]",678.929249326386,1044.1024461186219,451.45197526787825,4.026311301446394,"[{'subtask_id': 0, 'subtask_size': 4.026311301446394, 'network_delay_to_edge_server': 0.09284739030864021, 'network_delay_to_cloud_server': 0.055249555756430174, 'task_completion_time_edge': 0.9197431246548815, 'task_completion_time_cloud': 0.6657909233840344, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
282,85,0,88.36822645637848,162.7034748314175,17.671022921878162,8.809574997737865,mobile,16.447475557637688,80.16555228407539,46.16478505551902,33.37947637985806,25,-124,"[750.0522, -355.2437]",753.507980310023,1044.1024461186219,436.0686054859226,4.853958638431783,"[{'subtask_id': 0, 'subtask_size': 2.4269793192158917, 'network_delay_to_edge_server': 0.06456714385874412, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.5780020634268639, 'task_completion_time_cloud': 1.2645788103868478, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 2.4269793192158917, 'network_delay_to_edge_server': 0.06456714385874412, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.8464601111190617, 'task_completion_time_cloud': 0.5691209639419432, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
283,4,4,45.08671377503869,568.1132131571101,18.236012615745732,17.467060818147193,static,97.86673769192696,74.26350170956172,21.163988429352386,37.71304277231133,-25,-111,"[750.0522, -355.2437]",709.4223006016163,1044.1024461186219,411.78134650347323,1.43065011190883,"[{'subtask_id': 0, 'subtask_size': 1.43065011190883, 'network_delay_to_edge_server': 0.013765087738691784, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.9657816378154548, 'task_completion_time_cloud': 1.446846158220153, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
284,84,0,45.286109213740595,183.31791281240794,8.124795442174232,9.989219781828691,mobile,95.93180699271211,36.63220531179857,39.741557760817486,77.26360672638025,-4,113,"[-329.2817, -700.006]",824.6438347498209,1044.1024461186219,344.37770736721103,3.4040715121282603,"[{'subtask_id': 0, 'subtask_size': 1.7020357560641302, 'network_delay_to_edge_server': 0.014547290515134027, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.8591236746280495, 'task_completion_time_cloud': 1.51620746865564, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.7020357560641302, 'network_delay_to_edge_server': 0.014547290515134027, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.7222655300534716, 'task_completion_time_cloud': 1.5738986696739523, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
285,56,3,28.004359980685717,499.26772493307004,13.915731836389693,1.7894989493051359,static,44.13468798982291,12.095488251961598,24.672660637248484,60.99027966659595,-40,-129,"[750.0522, -355.2437]",689.7250752226498,1044.1024461186219,25.171833195578444,1.9293723951915667,"[{'subtask_id': 0, 'subtask_size': 0.48234309879789167, 'network_delay_to_edge_server': 0.026106540171627193, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.22178769178441696, 'task_completion_time_cloud': 1.7442500753610464, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.48234309879789167, 'network_delay_to_edge_server': 0.026106540171627193, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.9875810477455137, 'task_completion_time_cloud': 1.2579272176608711, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.48234309879789167, 'network_delay_to_edge_server': 0.026106540171627193, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.6658596785225471, 'task_completion_time_cloud': 1.4271197276568397, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 0.48234309879789167, 'network_delay_to_edge_server': 0.026106540171627193, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.5664776633575025, 'task_completion_time_cloud': 1.6625454138000861, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
286,50,1,7.208882073598417,204.45409426239155,2.5265535482821098,5.389302254838449,mobile,37.9708704298083,69.84103634619804,76.1647945964421,49.45252157528236,38,-8,"[230.7749, 384.4191]",804.9066944627122,1044.1024461186219,301.2233501327734,2.917637290331789,"[{'subtask_id': 0, 'subtask_size': 0.7294093225829472, 'network_delay_to_edge_server': 0.03036051125424424, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.6540198273225787, 'task_completion_time_cloud': 0.6686123323943745, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.7294093225829472, 'network_delay_to_edge_server': 0.03036051125424424, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.6413370091695032, 'task_completion_time_cloud': 1.9700702878321552, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.7294093225829472, 'network_delay_to_edge_server': 0.03036051125424424, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.28498236223584367, 'task_completion_time_cloud': 0.5394287529148858, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.7294093225829472, 'network_delay_to_edge_server': 0.03036051125424424, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.3215463256945416, 'task_completion_time_cloud': 1.296767519022278, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
287,64,3,76.80286189630941,414.6589311285014,21.931336814075234,4.208981147015501,mobile,64.16989367306246,93.65406640678387,91.33054116789319,59.07683631908986,37,-120,"[-329.2817, -700.006]",766.1440295341927,1044.1024461186219,119.82652405650958,2.7990880600760866,"[{'subtask_id': 0, 'subtask_size': 0.6997720150190216, 'network_delay_to_edge_server': 0.019414352015519682, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.19818094754146778, 'task_completion_time_cloud': 1.00021273239027, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.6997720150190216, 'network_delay_to_edge_server': 0.019414352015519682, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.5379229952468902, 'task_completion_time_cloud': 0.9410173381527671, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.6997720150190216, 'network_delay_to_edge_server': 0.019414352015519682, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.3990759369335839, 'task_completion_time_cloud': 1.5481496013781408, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 0.6997720150190216, 'network_delay_to_edge_server': 0.019414352015519682, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.22172600797683947, 'task_completion_time_cloud': 1.735275350903689, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
288,87,0,86.88114709650513,162.7034748314175,17.260917207697677,8.809574997737865,static,99.58980755569075,47.36375359051882,46.16478505551902,33.37947637985806,-77,75,"[750.0522, -355.2437]",742.6844343265112,1044.1024461186219,273.28496540583717,4.041754475454029,"[{'subtask_id': 0, 'subtask_size': 1.0104386188635073, 'network_delay_to_edge_server': 0.013754610366928533, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.2417563381386213, 'task_completion_time_cloud': 0.55187719777459, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.0104386188635073, 'network_delay_to_edge_server': 0.013754610366928533, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.3818632282283398, 'task_completion_time_cloud': 0.8860191361485106, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 1.0104386188635073, 'network_delay_to_edge_server': 0.013754610366928533, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.3161277854234255, 'task_completion_time_cloud': 0.6511142713979146, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 1.0104386188635073, 'network_delay_to_edge_server': 0.013754610366928533, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.6793020761629768, 'task_completion_time_cloud': 1.6987124442275965, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
289,63,1,52.47776227062971,392.8741932693814,14.192555586123879,7.3866370468299305,static,21.44796731341519,79.46757308905848,98.55920790828459,62.87634092688917,-5,-18,"[750.0522, -355.2437]",761.5311134752736,1044.1024461186219,57.469187965272134,2.500170098907148,"[{'subtask_id': 0, 'subtask_size': 1.250085049453574, 'network_delay_to_edge_server': 0.05043212050557701, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.580999450106058, 'task_completion_time_cloud': 1.1498297534106383, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.250085049453574, 'network_delay_to_edge_server': 0.05043212050557701, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.8829128273904352, 'task_completion_time_cloud': 0.9000398535800118, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
290,77,1,86.42345862608275,204.45409426239155,20.931672309198962,5.389302254838449,static,73.20489097440046,40.869693973640764,76.1647945964421,49.45252157528236,-58,-45,"[230.7749, 384.4191]",702.1308916369439,1044.1024461186219,123.46131690841183,2.300782599149122,"[{'subtask_id': 0, 'subtask_size': 0.7669275330497074, 'network_delay_to_edge_server': 0.01717094391001516, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.9772131188899765, 'task_completion_time_cloud': 0.9764372790594635, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.7669275330497074, 'network_delay_to_edge_server': 0.01717094391001516, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.7955918914363108, 'task_completion_time_cloud': 0.876324482018225, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.7669275330497074, 'network_delay_to_edge_server': 0.01717094391001516, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.9565087267470319, 'task_completion_time_cloud': 1.719413958392844, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
291,91,1,74.41960344573835,392.8741932693814,4.923654022799984,7.3866370468299305,mobile,16.64273870507541,27.47731845183123,98.55920790828459,62.87634092688917,-4,0,"[750.0522, -355.2437]",769.9680447855546,1044.1024461186219,252.02064107051987,1.089810847090268,"[{'subtask_id': 0, 'subtask_size': 0.3632702823634227, 'network_delay_to_edge_server': 0.06393610473368888, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.6645503732037674, 'task_completion_time_cloud': 1.1478819594004261, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.3632702823634227, 'network_delay_to_edge_server': 0.06393610473368888, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.7100031069495407, 'task_completion_time_cloud': 0.5662308343624263, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.3632702823634227, 'network_delay_to_edge_server': 0.06393610473368888, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.3122679237781011, 'task_completion_time_cloud': 1.6479962090269005, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
292,89,3,78.5506902153871,414.6589311285014,4.4797865409672735,4.208981147015501,static,61.82297926485608,42.955043625930436,91.33054116789319,59.07683631908986,34,-46,"[-329.2817, -700.006]",786.774001598229,1044.1024461186219,81.0484091034536,3.8600907837771263,"[{'subtask_id': 0, 'subtask_size': 1.2866969279257088, 'network_delay_to_edge_server': 0.020109085306430515, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.6778920087994981, 'task_completion_time_cloud': 0.7781178026035441, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.2866969279257088, 'network_delay_to_edge_server': 0.020109085306430515, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.5156011317842532, 'task_completion_time_cloud': 1.4109578565703436, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.2866969279257088, 'network_delay_to_edge_server': 0.020109085306430515, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.6885399817780602, 'task_completion_time_cloud': 0.6609082320719404, 'offloading_decision': 'edge_server', 'processing_at': 'edge_server'}]"
293,42,1,83.17673672828342,204.45409426239155,22.628488938027797,5.389302254838449,static,40.65578584903066,74.82177970173291,76.1647945964421,49.45252157528236,-1,-124,"[230.7749, 384.4191]",728.5258845030079,1044.1024461186219,299.134151048445,4.735777141566885,"[{'subtask_id': 0, 'subtask_size': 4.735777141566885, 'network_delay_to_edge_server': 0.02823937448884716, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.7029599627441362, 'task_completion_time_cloud': 1.3763182791433208, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
294,23,1,30.692111800728075,204.45409426239155,6.794385152858973,5.389302254838449,mobile,82.11347265545731,26.519832257635922,76.1647945964421,49.45252157528236,7,13,"[230.7749, 384.4191]",785.5025437201906,1044.1024461186219,125.64406028979671,0.5712924808989293,"[{'subtask_id': 0, 'subtask_size': 0.14282312022473231, 'network_delay_to_edge_server': 0.016105782223727518, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.7461469596065642, 'task_completion_time_cloud': 0.5612737464854664, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.14282312022473231, 'network_delay_to_edge_server': 0.016105782223727518, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.5703194009245129, 'task_completion_time_cloud': 1.9102555678870088, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.14282312022473231, 'network_delay_to_edge_server': 0.016105782223727518, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.13424244143566558, 'task_completion_time_cloud': 1.7604029529460805, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.14282312022473231, 'network_delay_to_edge_server': 0.016105782223727518, 'network_delay_to_cloud_server': 0.018349937778163787, 'task_completion_time_edge': 0.256489552180693, 'task_completion_time_cloud': 1.764963339966955, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
295,59,3,56.306161203909305,883.6809337468321,5.937684021502396,2.0817387549256874,mobile,48.78427380201378,67.1700760516698,46.82484745751728,18.92222088368436,-20,-87,"[950.7783, 927.4179]",721.8785093011774,1044.1024461186219,207.07925108427605,1.289750096998076,"[{'subtask_id': 0, 'subtask_size': 0.42991669899935864, 'network_delay_to_edge_server': 0.02410780160468727, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.7677163902041058, 'task_completion_time_cloud': 0.7264858339708117, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.42991669899935864, 'network_delay_to_edge_server': 0.02410780160468727, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.8723598061427531, 'task_completion_time_cloud': 0.7219427912756855, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.42991669899935864, 'network_delay_to_edge_server': 0.02410780160468727, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.19746467327901596, 'task_completion_time_cloud': 1.3931580482824728, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
296,11,3,71.28424540118351,543.3006171662975,3.458997429627939,1.8963615949995452,static,78.48327157480321,76.24976694196918,33.60956700346037,37.92168632583052,-6,-97,"[230.7749, 384.4191]",731.8463747200569,1044.1024461186219,112.14836414509475,1.709115384878377,"[{'subtask_id': 0, 'subtask_size': 0.5697051282927924, 'network_delay_to_edge_server': 0.01640080061728969, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.7785040293369673, 'task_completion_time_cloud': 1.4659953523907374, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.5697051282927924, 'network_delay_to_edge_server': 0.01640080061728969, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.8597698911851944, 'task_completion_time_cloud': 1.560393532334099, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.5697051282927924, 'network_delay_to_edge_server': 0.01640080061728969, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.233305924326674, 'task_completion_time_cloud': 0.7649306566468616, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
297,53,4,33.07377056099222,204.2779391269118,21.383959823490247,3.843826782255495,mobile,61.925966924913,74.63143725896035,78.06606745645723,52.69966376964646,-40,-135,"[230.7749, 384.4191]",688.0067579543751,1044.1024461186219,156.70532989590356,4.2410692852055725,"[{'subtask_id': 0, 'subtask_size': 4.2410692852055725, 'network_delay_to_edge_server': 0.01958834845738988, 'network_delay_to_cloud_server': 0.018030175027528128, 'task_completion_time_edge': 0.8118163547586164, 'task_completion_time_cloud': 1.0349208461303974, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
298,52,4,92.19807980021915,207.47396657570152,8.764283236256825,62.41032068671061,mobile,80.63812611458921,34.59221984862292,57.094226375583276,23.3586744597519,-11,-122,"[950.7783, 927.4179]",719.5102300807752,1044.1024461186219,40.461842143626725,2.3352845258574537,"[{'subtask_id': 0, 'subtask_size': 0.7784281752858179, 'network_delay_to_edge_server': 0.015998632973398742, 'network_delay_to_cloud_server': 0.022735418088528622, 'task_completion_time_edge': 0.563707671854399, 'task_completion_time_cloud': 1.6374546773336789, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.7784281752858179, 'network_delay_to_edge_server': 0.015998632973398742, 'network_delay_to_cloud_server': 0.022735418088528622, 'task_completion_time_edge': 0.4530604206062533, 'task_completion_time_cloud': 0.9404712990694344, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.7784281752858179, 'network_delay_to_edge_server': 0.015998632973398742, 'network_delay_to_cloud_server': 0.022735418088528622, 'task_completion_time_edge': 0.5710672220666969, 'task_completion_time_cloud': 0.8481123982162054, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
299,83,2,32.410504402170716,310.95510501098863,10.188214651505199,4.341103977367683,static,69.5924864145728,17.9110152634928,90.35104532992489,70.53199825545558,39,170,"[750.0522, -355.2437]",891.8587802958997,1044.1024461186219,431.7950006588392,3.9348446363470875,"[{'subtask_id': 0, 'subtask_size': 0.9837111590867719, 'network_delay_to_edge_server': 0.01882866122143486, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.901643003587174, 'task_completion_time_cloud': 0.62993978817336, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.9837111590867719, 'network_delay_to_edge_server': 0.01882866122143486, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.30864358319074064, 'task_completion_time_cloud': 1.0473355366627601, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.9837111590867719, 'network_delay_to_edge_server': 0.01882866122143486, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.3105482071043672, 'task_completion_time_cloud': 0.8407702863147437, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.9837111590867719, 'network_delay_to_edge_server': 0.01882866122143486, 'network_delay_to_cloud_server': 0.016288452798944156, 'task_completion_time_edge': 0.5584273853693155, 'task_completion_time_cloud': 0.8630221516749927, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
300,25,4,72.18601320470769,207.47396657570152,6.7142126863487475,62.41032068671061,static,91.77452947727173,13.52059916261576,57.094226375583276,23.3586744597519,-57,-154,"[950.7783, 927.4179]",666.4685967027178,1044.1024461186219,67.42936602189269,1.1075937074111077,"[{'subtask_id': 0, 'subtask_size': 0.5537968537055539, 'network_delay_to_edge_server': 0.014228612413559029, 'network_delay_to_cloud_server': 0.022735418088528622, 'task_completion_time_edge': 0.20597498548669924, 'task_completion_time_cloud': 1.5459150009708824, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.5537968537055539, 'network_delay_to_edge_server': 0.014228612413559029, 'network_delay_to_cloud_server': 0.022735418088528622, 'task_completion_time_edge': 0.29061083376368974, 'task_completion_time_cloud': 1.1255193848994314, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
301,58,1,74.35880386016511,518.5772746162318,5.275011145933909,34.853844389226694,mobile,28.560122059957727,41.95730655699748,19.988389333958757,83.4259828880424,60,-37,"[950.7783, 927.4179]",814.2712767812026,1044.1024461186219,299.4586857097608,1.9860082544823146,"[{'subtask_id': 0, 'subtask_size': 1.9860082544823146, 'network_delay_to_edge_server': 0.039085212343647674, 'network_delay_to_cloud_server': 0.055249555756430174, 'task_completion_time_edge': 0.7715874974073137, 'task_completion_time_cloud': 0.5718813353993087, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
302,80,3,16.93587714179607,414.6589311285014,5.109104510577883,4.208981147015501,static,47.6797453165161,64.40774040110657,91.33054116789319,59.07683631908986,-62,136,"[-329.2817, -700.006]",789.6446773016899,1044.1024461186219,279.245515832079,4.450640470823906,"[{'subtask_id': 0, 'subtask_size': 2.225320235411953, 'network_delay_to_edge_server': 0.02492148977796301, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.6434719032670736, 'task_completion_time_cloud': 1.809896613220082, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 2.225320235411953, 'network_delay_to_edge_server': 0.02492148977796301, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.8313999229074893, 'task_completion_time_cloud': 1.0569369317490527, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
303,48,0,35.66033160187976,162.7034748314175,6.7211131671020325,8.809574997737865,static,30.812094324297554,33.66019582848873,46.16478505551902,33.37947637985806,88,-15,"[750.0522, -355.2437]",848.3669270963419,1044.1024461186219,281.17382610721387,0.8954287469351832,"[{'subtask_id': 0, 'subtask_size': 0.8954287469351832, 'network_delay_to_edge_server': 0.0366966229882302, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.25843181681290717, 'task_completion_time_cloud': 1.349242794583513, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
304,64,0,76.80286189630941,183.31791281240794,21.931336814075234,9.989219781828691,mobile,64.16989367306246,93.65406640678387,39.741557760817486,77.26360672638025,37,-120,"[-329.2817, -700.006]",766.1440295341927,1044.1024461186219,125.22942147025336,4.86979802490986,"[{'subtask_id': 0, 'subtask_size': 4.86979802490986, 'network_delay_to_edge_server': 0.019414352015519682, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.7506011284902256, 'task_completion_time_cloud': 1.6641234832292378, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
